Date,Price,Open,High,Low,Vol.,Change %
"Nov 27, 2018",1086.51,1083.63,1088.92,1081.36,681.67M,0.17%
"Nov 28, 2018",1090.57,1088.35,1094.17,1087.37,742.58M,0.37%
"Nov 29, 2018",1087.85,1095.18,1098.90,1086.38,724.47M,-0.25%
"Nov 30, 2018",1091.55,1091.47,1097.81,1085.36,1.01B,0.34%
"Dec 03, 2018",1117.86,1108.31,1120.70,1106.31,1.32B,2.41%
"Dec 04, 2018",1118.59,1119.10,1122.34,1114.91,1.13B,0.07%
"Dec 06, 2018",1103.85,1102.95,1107.87,1100.21,843.46M,-1.32%
"Dec 07, 2018",1099.57,1105.85,1107.91,1098.01,735.01M,-0.39%
"Dec 11, 2018",1086.83,1097.24,1098.18,1086.31,981.03M,-1.16%
"Dec 12, 2018",1089.20,1094.40,1096.38,1087.31,748.84M,0.22%
"Dec 13, 2018",1074.20,1092.27,1094.89,1072.54,1.04B,-1.38%
"Dec 14, 2018",1071.65,1072.81,1078.90,1065.89,813.06M,-0.24%
"Dec 17, 2018",1068.52,1074.95,1077.35,1062.04,880.63M,-0.29%
"Dec 18, 2018",1055.76,1063.25,1064.58,1053.34,788.22M,-1.19%
"Dec 19, 2018",1068.47,1055.13,1069.24,1050.87,1.05B,1.20%
"Dec 20, 2018",1066.22,1063.33,1067.24,1056.07,850.40M,-0.21%
"Dec 21, 2018",1067.01,1061.00,1072.02,1058.47,1.26B,0.07%
"Dec 24, 2018",1064.26,1061.48,1071.49,1060.55,664.08M,-0.26%
"Dec 25, 2018",1040.06,1052.17,1052.51,1038.19,771.75M,-2.27%
"Dec 26, 2018",1040.71,1040.17,1044.26,1034.62,819.01M,0.06%
"Dec 27, 2018",1033.81,1061.32,1063.67,1031.45,1.22B,-0.66%
"Dec 28, 2018",1044.92,1035.67,1045.73,1034.58,854.13M,1.07%
"Jan 02, 2019",1046.71,1048.13,1054.00,1044.96,790.07M,0.17%
"Jan 03, 2019",1041.49,1051.31,1055.91,1038.39,915.78M,-0.50%
"Jan 04, 2019",1054.29,1041.26,1055.23,1034.66,1.19B,1.23%
"Jan 07, 2019",1066.99,1061.63,1071.14,1059.24,1.11B,1.20%
"Jan 08, 2019",1067.20,1067.45,1070.39,1062.44,797.26M,0.02%
"Jan 09, 2019",1064.82,1075.28,1079.45,1061.87,1.14B,-0.22%
"Jan 10, 2019",1063.19,1064.02,1071.57,1055.49,1.18B,-0.15%
"Jan 11, 2019",1069.42,1065.76,1069.69,1061.51,1.19B,0.59%
"Jan 14, 2019",1058.27,1065.25,1066.63,1055.72,1.08B,-1.04%
"Jan 15, 2019",1054.01,1061.84,1064.69,1051.25,887.58M,-0.40%
"Jan 16, 2019",1055.89,1057.36,1060.81,1046.53,1.61B,0.18%
"Jan 17, 2019",1057.92,1056.48,1062.89,1055.21,1.23B,0.19%
"Jan 18, 2019",1060.95,1061.31,1063.91,1055.68,1.04B,0.29%
"Jan 21, 2019",1064.57,1062.75,1069.92,1061.78,1.03B,0.34%
"Jan 22, 2019",1073.73,1063.51,1073.73,1061.95,1.15B,0.86%
"Jan 23, 2019",1082.61,1073.14,1086.22,1071.94,1.58B,0.83%
"Jan 24, 2019",1083.97,1083.45,1090.12,1079.47,1.33B,0.13%
"Jan 25, 2019",1086.11,1087.29,1090.33,1080.71,1.42B,0.20%
"Jan 28, 2019",1086.46,1088.97,1093.38,1083.69,1.14B,0.03%
"Jan 29, 2019",1086.30,1084.56,1086.61,1079.53,1.30B,-0.01%
"Jan 30, 2019",1091.05,1088.06,1091.52,1083.07,1.06B,0.44%
"Jan 31, 2019",1096.50,1096.80,1102.66,1095.96,1.32B,0.50%
"Feb 01, 2019",1102.22,1098.26,1106.06,1095.78,960.43M,0.52%
"Feb 04, 2019",1102.57,1104.63,1107.39,1101.29,639.23M,0.03%
"Feb 05, 2019",1102.66,1101.53,1103.98,1096.90,683.93M,0.01%
"Feb 06, 2019",1105.74,1103.64,1109.68,1101.59,846.40M,0.28%
"Feb 07, 2019",1102.30,1106.68,1112.13,1099.56,976.98M,-0.31%
"Feb 08, 2019",1101.55,1098.67,1106.75,1091.30,1.57B,-0.07%
"Feb 11, 2019",1091.82,1095.63,1098.66,1088.21,873.65M,-0.88%
"Feb 12, 2019",1093.16,1091.11,1096.89,1089.33,726.71M,0.12%
"Feb 13, 2019",1103.01,1098.67,1104.44,1095.46,964.37M,0.90%
"Feb 14, 2019",1100.41,1104.54,1105.64,1098.24,1.26B,-0.24%
"Feb 15, 2019",1089.39,1098.70,1099.89,1086.88,1.25B,-1.00%
"Feb 18, 2019",1088.97,1095.20,1097.16,1088.34,698.35M,-0.04%
"Feb 20, 2019",1095.88,1091.06,1097.31,1087.61,1.05B,0.63%
"Feb 21, 2019",1096.79,1096.44,1100.63,1092.50,833.57M,0.08%
"Feb 22, 2019",1105.88,1094.71,1108.23,1094.28,944.83M,0.83%
"Feb 25, 2019",1114.72,1110.52,1117.58,1110.20,1.26B,0.80%
"Feb 26, 2019",1108.46,1109.60,1114.26,1106.71,1.01B,-0.56%
"Feb 27, 2019",1109.88,1108.48,1112.52,1105.61,1.54B,0.13%
"Feb 28, 2019",1099.30,1110.42,1110.87,1099.21,1.23B,-0.95%
"Mar 01, 2019",1091.76,1100.90,1102.15,1090.77,1.58B,-0.69%
"Mar 04, 2019",1087.22,1091.54,1094.28,1085.21,1.08B,-0.42%
"Mar 05, 2019",1089.38,1086.09,1092.10,1082.70,912.21M,0.20%
"Mar 06, 2019",1078.65,1086.95,1089.21,1076.99,1.04B,-0.98%
"Mar 07, 2019",1084.58,1078.38,1087.60,1077.19,841.04M,0.55%
"Mar 08, 2019",1082.08,1083.28,1087.94,1078.39,749.21M,-0.23%
"Mar 11, 2019",1079.36,1084.82,1087.29,1077.99,591.35M,-0.25%
"Mar 12, 2019",1079.46,1082.75,1084.82,1077.43,1.26B,0.01%
"Mar 13, 2019",1089.10,1078.20,1089.10,1075.67,1.03B,0.89%
"Mar 14, 2019",1087.12,1091.11,1092.14,1085.83,856.37M,-0.18%
"Mar 15, 2019",1080.01,1087.68,1089.48,1079.72,1.00B,-0.65%
"Mar 18, 2019",1074.63,1082.45,1083.96,1070.63,920.41M,-0.50%
"Mar 19, 2019",1084.30,1074.91,1086.93,1074.15,721.88M,0.90%
"Mar 20, 2019",1081.97,1085.18,1088.68,1081.30,844.33M,-0.21%
"Mar 21, 2019",1087.41,1085.73,1092.41,1085.30,954.44M,0.50%
"Mar 22, 2019",1098.85,1089.77,1099.31,1087.54,1.02B,1.05%
"Mar 25, 2019",1083.05,1087.35,1091.73,1076.70,1.01B,-1.44%
"Mar 26, 2019",1088.47,1083.40,1090.34,1080.50,882.93M,0.50%
"Mar 27, 2019",1085.46,1087.86,1089.86,1080.41,739.85M,-0.28%
"Mar 28, 2019",1088.36,1082.11,1091.44,1081.27,899.80M,0.27%
"Mar 29, 2019",1090.94,1092.50,1095.49,1087.75,731.05M,0.24%
"Apr 01, 2019",1095.08,1095.81,1100.65,1094.29,1.07B,0.38%
"Apr 02, 2019",1100.22,1099.87,1103.24,1096.85,824.96M,0.47%
"Apr 03, 2019",1098.51,1101.29,1102.19,1095.17,1.06B,-0.16%
"Apr 04, 2019",1094.76,1098.39,1099.27,1090.64,787.68M,-0.34%
"Apr 05, 2019",1096.13,1095.86,1099.59,1093.14,694.00M,0.13%
"Apr 09, 2019",1105.37,1099.88,1107.62,1097.82,859.00M,0.84%
"Apr 10, 2019",1108.81,1106.61,1111.38,1105.40,1.14B,0.31%
"Apr 11, 2019",1105.48,1107.78,1108.78,1103.44,1.20B,-0.30%
"Apr 12, 2019",1105.42,1104.12,1107.26,1100.85,929.84M,-0.01%
"Apr 17, 2019",1112.52,1108.99,1116.23,1107.05,1.08B,0.64%
"Apr 18, 2019",1114.04,1113.60,1116.32,1108.10,1.09B,0.14%
"Apr 19, 2019",1113.14,1113.56,1117.38,1110.82,727.34M,-0.08%
"Apr 22, 2019",1113.03,1115.90,1121.14,1113.03,985.84M,-0.01%
"Apr 23, 2019",1111.33,1113.99,1117.15,1110.61,872.31M,-0.15%
"Apr 24, 2019",1113.76,1114.28,1116.50,1109.29,925.83M,0.22%
"Apr 25, 2019",1112.93,1113.17,1116.96,1110.86,630.77M,-0.07%
"Apr 26, 2019",1107.88,1112.74,1113.63,1104.35,853.18M,-0.45%
"Apr 29, 2019",1106.62,1106.03,1108.96,1103.42,1.05B,-0.11%
"Apr 30, 2019",1112.39,1107.22,1114.83,1106.88,935.99M,0.52%
"May 02, 2019",1116.30,1115.35,1119.20,1114.16,845.38M,0.35%
"May 03, 2019",1116.18,1113.68,1118.65,1113.14,892.94M,-0.01%
"May 07, 2019",1108.83,1109.09,1113.37,1105.92,1.18B,-0.66%
"May 08, 2019",1098.65,1103.34,1104.89,1096.63,1.55B,-0.92%
"May 09, 2019",1092.97,1098.06,1103.02,1092.17,1.01B,-0.52%
"May 10, 2019",1095.38,1099.23,1100.90,1088.38,1.00B,0.22%
"May 13, 2019",1090.33,1095.02,1097.70,1085.68,1.12B,-0.46%
"May 14, 2019",1086.59,1084.42,1090.67,1083.06,1.46B,-0.34%
"May 15, 2019",1078.60,1088.71,1091.29,1078.60,1.14B,-0.74%
"May 16, 2019",1073.25,1080.09,1082.52,1067.37,1.30B,-0.50%
"May 17, 2019",1068.45,1076.63,1079.39,1067.11,961.26M,-0.45%
"May 21, 2019",1071.60,1069.54,1076.75,1065.17,1.15B,0.29%
"May 22, 2019",1083.04,1076.35,1084.22,1076.22,963.76M,1.07%
"May 23, 2019",1070.49,1079.21,1082.57,1069.03,1.01B,-1.16%
"May 24, 2019",1072.13,1065.77,1075.63,1061.58,1.18B,0.15%
"May 27, 2019",1078.98,1075.76,1082.64,1070.97,1.00B,0.64%
"May 28, 2019",1084.58,1081.99,1085.97,1074.68,4.22B,0.52%
"May 29, 2019",1074.89,1084.46,1085.27,1073.94,993.65M,-0.89%
"May 30, 2019",1076.85,1074.92,1082.52,1074.34,762.65M,0.18%
"May 31, 2019",1074.87,1075.79,1081.32,1068.07,1.04B,-0.18%
"Jun 04, 2019",1088.03,1078.64,1090.70,1076.83,1.35B,1.22%
"Jun 05, 2019",1095.47,1095.81,1098.76,1091.34,1.27B,0.68%
"Jun 06, 2019",1097.14,1095.07,1099.20,1090.42,950.28M,0.15%
"Jun 07, 2019",1095.52,1099.81,1100.88,1093.35,642.84M,-0.15%
"Jun 10, 2019",1103.29,1101.87,1105.70,1101.00,932.33M,0.71%
"Jun 11, 2019",1108.53,1104.75,1112.21,1101.76,1.20B,0.47%
"Jun 12, 2019",1108.20,1107.08,1109.40,1103.78,1.16B,-0.03%
"Jun 13, 2019",1109.23,1106.55,1111.42,1101.08,1.33B,0.09%
"Jun 14, 2019",1107.36,1108.14,1110.51,1103.08,1.32B,-0.17%
"Jun 17, 2019",1103.64,1108.37,1112.02,1103.20,1.90B,-0.34%
"Jun 18, 2019",1117.49,1103.10,1117.74,1101.70,1.40B,1.25%
"Jun 19, 2019",1135.23,1125.76,1140.20,1123.18,2.28B,1.59%
"Jun 20, 2019",1144.64,1139.15,1148.56,1135.93,1.84B,0.83%
"Jun 21, 2019",1142.46,1147.97,1152.44,1140.21,2.11B,-0.19%
"Jun 24, 2019",1141.98,1146.84,1148.18,1139.73,1.14B,-0.04%
"Jun 25, 2019",1145.73,1141.48,1149.38,1135.08,1.57B,0.33%
"Jun 26, 2019",1145.17,1141.80,1146.91,1139.77,1.25B,-0.05%
"Jun 27, 2019",1152.36,1148.90,1155.69,1147.71,1.18B,0.63%
"Jun 28, 2019",1150.85,1152.10,1155.09,1149.82,1.31B,-0.13%
"Jul 01, 2019",1159.79,1162.32,1164.72,1158.28,1.38B,0.78%
"Jul 02, 2019",1152.63,1157.02,1160.16,1150.52,1.22B,-0.62%
"Jul 03, 2019",1154.77,1153.27,1158.18,1149.73,1.24B,0.19%
"Jul 04, 2019",1144.08,1156.88,1161.21,1137.41,1.89B,-0.93%
"Jul 05, 2019",1148.28,1144.47,1149.17,1140.05,1.13B,0.37%
"Jul 08, 2019",1145.56,1144.61,1148.53,1140.27,1.08B,-0.24%
"Jul 09, 2019",1136.68,1142.44,1146.49,1136.56,1.38B,-0.78%
"Jul 10, 2019",1151.09,1140.75,1153.02,1138.06,1.74B,1.27%
"Jul 11, 2019",1150.20,1155.86,1157.57,1148.28,1.87B,-0.08%
"Jul 12, 2019",1143.08,1153.51,1154.76,1140.54,1.80B,-0.62%
"Jul 15, 2019",1142.60,1144.34,1149.35,1140.69,1.19B,-0.04%
"Jul 17, 2019",1138.76,1140.72,1144.84,1137.97,1.26B,-0.34%
"Jul 18, 2019",1140.37,1135.95,1142.74,1135.51,1.04B,0.14%
"Jul 19, 2019",1147.90,1149.21,1150.79,1145.27,1.31B,0.66%
"Jul 22, 2019",1140.67,1145.21,1147.59,1137.71,1.48B,-0.63%
"Jul 23, 2019",1139.56,1143.01,1144.44,1135.51,1.47B,-0.10%
"Jul 24, 2019",1138.31,1141.43,1143.30,1134.60,930.09M,-0.11%
"Jul 25, 2019",1141.45,1139.65,1143.38,1137.59,1.07B,0.28%
"Jul 26, 2019",1131.41,1139.82,1140.47,1129.02,1.06B,-0.88%
"Jul 30, 2019",1126.43,1132.37,1135.14,1124.38,1.05B,-0.44%
"Jul 31, 2019",1130.92,1124.85,1134.54,1123.89,932.50M,0.40%
"Aug 01, 2019",1124.54,1126.28,1128.70,1120.73,951.75M,-0.56%
"Aug 02, 2019",1113.17,1110.65,1115.31,1103.58,1.66B,-1.01%
"Aug 05, 2019",1098.46,1105.37,1111.18,1097.85,1.01B,-1.32%
"Aug 06, 2019",1102.31,1089.84,1105.45,1086.45,1.59B,0.35%
"Aug 07, 2019",1100.80,1103.29,1110.41,1098.14,1.90B,-0.14%
"Aug 08, 2019",1096.27,1101.40,1103.29,1092.76,1.19B,-0.41%
"Aug 09, 2019",1087.14,1101.82,1104.56,1086.32,1.33B,-0.83%
"Aug 13, 2019",1065.58,1081.21,1082.92,1064.44,1.54B,-1.98%
"Aug 14, 2019",1065.92,1076.52,1081.74,1059.91,1.52B,0.03%
"Aug 15, 2019",1056.32,1055.51,1065.21,1046.62,2.14B,-0.90%
"Aug 16, 2019",1075.84,1059.72,1077.62,1056.89,1.40B,1.85%
"Aug 19, 2019",1079.75,1081.66,1084.91,1076.71,1.39B,0.36%
"Aug 20, 2019",1070.23,1083.71,1084.26,1067.35,1.23B,-0.88%
"Aug 21, 2019",1080.46,1072.95,1084.69,1068.52,1.05B,0.96%
"Aug 22, 2019",1077.88,1071.78,1080.68,1070.94,1.45B,-0.24%
"Aug 23, 2019",1088.69,1081.42,1088.90,1079.87,1.19B,1.00%
"Aug 26, 2019",1071.74,1069.03,1073.10,1060.50,1.52B,-1.56%
"Aug 27, 2019",1065.29,1072.86,1077.08,1062.02,1.84B,-0.60%
"Aug 28, 2019",1066.21,1068.05,1071.99,1064.53,1.06B,0.09%
"Aug 29, 2019",1083.32,1069.89,1083.57,1068.52,1.46B,1.60%
"Aug 30, 2019",1096.47,1089.45,1096.47,1085.56,1.38B,1.21%
"Sep 02, 2019",1095.04,1092.95,1099.18,1088.88,1.15B,-0.13%
"Sep 03, 2019",1085.80,1097.42,1099.63,1085.80,1.15B,-0.84%
"Sep 04, 2019",1099.93,1092.64,1104.83,1089.86,1.33B,1.30%
"Sep 05, 2019",1108.91,1109.50,1112.00,1103.70,1.28B,0.82%
"Sep 06, 2019",1109.20,1114.82,1116.11,1106.88,1.02B,0.03%
"Sep 09, 2019",1110.57,1111.17,1114.24,1106.01,1.21B,0.12%
"Sep 10, 2019",1107.41,1114.05,1115.85,1104.27,1.33B,-0.28%
"Sep 11, 2019",1115.39,1110.44,1115.91,1104.78,1.82B,0.72%
"Sep 12, 2019",1103.91,1118.36,1118.99,1102.25,1.60B,-1.03%
"Sep 13, 2019",1103.67,1106.12,1107.85,1098.89,1.21B,-0.02%
"Sep 16, 2019",1106.03,1107.85,1109.68,1101.18,1.19B,0.21%
"Sep 17, 2019",1107.82,1104.87,1113.26,1103.19,1.57B,0.16%
"Sep 18, 2019",1100.54,1107.30,1108.43,1097.22,1.33B,-0.66%
"Sep 19, 2019",1090.34,1102.35,1106.01,1087.93,1.52B,-0.93%
"Sep 20, 2019",1089.04,1090.31,1093.41,1080.92,1.66B,-0.12%
"Sep 23, 2019",1078.65,1088.04,1088.74,1077.05,1.11B,-0.95%
"Sep 24, 2019",1084.56,1079.08,1087.73,1078.29,1.59B,0.55%
"Sep 25, 2019",1081.53,1079.40,1084.22,1077.05,1.33B,-0.28%
"Sep 26, 2019",1088.50,1086.04,1089.88,1083.09,1.30B,0.64%
"Sep 27, 2019",1094.73,1088.01,1099.45,1083.30,1.09B,0.57%
"Sep 30, 2019",1090.31,1093.95,1096.00,1086.86,896.47M,-0.40%
"Oct 01, 2019",1080.07,1090.54,1091.90,1079.20,716.77M,-0.94%
"Oct 02, 2019",1072.27,1075.27,1076.60,1068.03,836.63M,-0.72%
"Oct 03, 2019",1070.62,1066.55,1074.10,1065.55,773.22M,-0.15%
"Oct 04, 2019",1067.75,1072.57,1074.11,1065.65,840.77M,-0.27%
"Oct 07, 2019",1074.00,1072.78,1076.66,1069.14,858.64M,0.59%
"Oct 08, 2019",1071.95,1079.41,1081.86,1070.10,796.42M,-0.19%
"Oct 09, 2019",1076.56,1071.29,1078.10,1066.68,869.37M,0.43%
"Oct 10, 2019",1067.54,1073.96,1075.22,1067.46,879.36M,-0.84%
"Oct 11, 2019",1083.77,1073.15,1085.12,1072.81,1.19B,1.52%
"Oct 15, 2019",1085.38,1087.31,1089.67,1080.62,963.07M,0.15%
"Oct 16, 2019",1091.29,1087.84,1093.41,1086.72,1.59B,0.54%
"Oct 17, 2019",1090.67,1095.38,1096.38,1087.74,1.70B,-0.06%
"Oct 18, 2019",1089.28,1091.65,1094.74,1083.01,1.81B,-0.13%
"Oct 21, 2019",1081.38,1088.23,1089.41,1079.80,1.32B,-0.73%
"Oct 22, 2019",1089.35,1084.66,1090.19,1084.06,1.04B,0.74%
"Oct 24, 2019",1083.43,1093.33,1094.66,1080.29,1.54B,-0.54%
"Oct 25, 2019",1066.34,1083.17,1085.02,1065.08,1.61B,-1.58%
"Oct 28, 2019",1070.68,1066.17,1073.49,1057.94,1.20B,0.41%
"Oct 29, 2019",1066.48,1074.50,1077.29,1064.36,1.18B,-0.39%
"Oct 30, 2019",1075.91,1069.02,1075.91,1064.61,1.45B,0.88%
"Oct 31, 2019",1073.26,1079.82,1081.76,1072.74,1.38B,-0.25%
"Nov 01, 2019",1068.71,1072.65,1075.43,1065.93,979.38M,-0.42%
"Nov 04, 2019",1092.58,1076.72,1095.29,1075.76,1.22B,2.23%
"Nov 05, 2019",1096.79,1097.78,1098.66,1089.13,1.30B,0.39%
"Nov 06, 2019",1093.50,1096.32,1099.82,1091.50,1.42B,-0.30%
"Nov 07, 2019",1106.15,1092.68,1106.64,1089.14,1.43B,1.16%
"Nov 08, 2019",1103.55,1105.85,1107.13,1100.39,1.36B,-0.24%
"Nov 11, 2019",1092.69,1098.91,1100.60,1089.82,1.53B,-0.98%
"Nov 12, 2019",1095.68,1095.28,1101.81,1092.64,992.15M,0.27%
"Nov 13, 2019",1088.37,1091.90,1097.07,1084.58,916.22M,-0.67%
"Nov 14, 2019",1085.44,1089.47,1092.62,1081.89,1.04B,-0.27%
"Nov 15, 2019",1081.78,1088.21,1089.77,1076.17,1.68B,-0.34%
"Nov 18, 2019",1085.81,1084.34,1088.15,1077.73,1.28B,0.37%
"Nov 19, 2019",1084.27,1083.42,1086.89,1078.58,1.36B,-0.14%
"Nov 20, 2019",1075.77,1077.33,1080.51,1074.20,1.63B,-0.78%
"Nov 21, 2019",1073.10,1074.03,1075.35,1066.41,1.78B,-0.25%
"Nov 22, 2019",1077.51,1075.47,1079.03,1071.86,1.36B,0.41%
"Nov 25, 2019",1089.67,1081.87,1089.67,1079.97,1.73B,1.13%
"Nov 26, 2019",1083.70,1092.29,1094.05,1082.99,3.02B,-0.55%
"Nov 27, 2019",1084.13,1085.52,1087.82,1081.31,2.02B,0.04%
"Nov 28, 2019",1077.30,1083.92,1085.02,1074.97,1.62B,-0.63%
"Nov 29, 2019",1070.23,1073.66,1073.93,1062.23,1.59B,-0.66%
"Dec 02, 2019",1054.88,1068.96,1069.60,1051.89,1.14B,-1.43%
"Dec 03, 2019",1054.28,1049.45,1058.44,1048.25,1.35B,-0.06%
"Dec 04, 2019",1053.40,1049.74,1056.88,1045.39,1.65B,-0.08%
"Dec 06, 2019",1048.76,1057.54,1061.04,1047.89,1.15B,-0.44%
"Dec 09, 2019",1047.02,1049.48,1049.56,1041.28,1.29B,-0.17%
"Dec 11, 2019",1048.85,1049.20,1052.84,1043.54,1.56B,0.17%
"Dec 12, 2019",1057.87,1054.20,1062.31,1051.95,1.59B,0.86%
"Dec 13, 2019",1066.63,1069.18,1072.76,1062.63,1.62B,0.83%
"Dec 16, 2019",1048.08,1065.46,1066.21,1048.08,969.06M,-1.74%
"Dec 17, 2019",1049.84,1049.57,1054.45,1043.16,1.43B,0.17%
"Dec 18, 2019",1062.62,1055.62,1064.39,1054.99,1.38B,1.22%
"Dec 19, 2019",1068.39,1057.78,1071.73,1052.51,2.77B,0.54%
"Dec 20, 2019",1067.62,1067.24,1070.42,1061.71,1.75B,-0.07%
"Dec 23, 2019",1069.53,1069.11,1075.29,1067.13,1.42B,0.18%
"Dec 24, 2019",1065.23,1070.38,1071.83,1063.74,1.27B,-0.40%
"Dec 25, 2019",1067.99,1062.79,1069.60,1061.32,591.91M,0.26%
"Dec 26, 2019",1070.74,1068.57,1071.84,1066.53,752.04M,0.26%
"Dec 27, 2019",1068.72,1074.67,1077.51,1059.21,1.03B,-0.19%
"Dec 30, 2019",1068.50,1071.21,1072.95,1066.34,778.80M,-0.02%
"Jan 02, 2020",1081.00,1072.36,1083.41,1071.16,1.75B,1.17%
"Jan 03, 2020",1079.50,1081.12,1086.71,1077.32,1.48B,-0.14%
"Jan 06, 2020",1063.83,1072.49,1074.50,1061.17,2.03B,-1.45%
"Jan 07, 2020",1075.07,1071.20,1075.20,1062.78,1.58B,1.06%
"Jan 08, 2020",1057.19,1063.94,1066.77,1054.24,1.97B,-1.66%
"Jan 09, 2020",1071.15,1066.38,1073.19,1061.88,1.78B,1.32%
"Jan 10, 2020",1071.03,1073.46,1074.07,1065.68,1.23B,-0.01%
"Jan 13, 2020",1074.25,1075.44,1077.54,1068.69,1.14B,0.30%
"Jan 14, 2020",1074.04,1076.57,1078.39,1067.77,1.28B,-0.02%
"Jan 15, 2020",1067.66,1069.78,1073.38,1063.70,1.27B,-0.59%
"Jan 16, 2020",1078.87,1068.58,1080.94,1067.44,1.34B,1.05%
"Jan 17, 2020",1081.22,1081.83,1084.23,1078.16,1.36B,0.22%
"Jan 20, 2020",1071.80,1077.28,1078.48,1069.72,1.46B,-0.87%
"Jan 21, 2020",1062.26,1066.66,1070.09,1060.49,1.76B,-0.89%
"Jan 22, 2020",1063.33,1066.02,1066.97,1056.99,1.83B,0.10%
"Jan 23, 2020",1062.84,1060.05,1066.01,1056.94,1.40B,-0.05%
"Jan 24, 2020",1059.82,1064.02,1064.79,1057.64,1.13B,-0.28%
"Jan 27, 2020",1024.53,1041.33,1042.98,1019.61,1.96B,-3.33%
"Jan 28, 2020",1016.90,1020.87,1032.90,1011.96,1.55B,-0.74%
"Jan 29, 2020",1026.58,1024.56,1029.63,1015.42,1.41B,0.95%
"Jan 30, 2020",1024.76,1019.45,1026.74,1018.41,1.08B,-0.18%
"Jan 31, 2020",1018.08,1028.78,1031.37,1018.03,1.27B,-0.65%
"Feb 03, 2020",1005.79,1013.10,1018.89,1005.59,1.08B,-1.21%
"Feb 04, 2020",1023.89,1009.86,1024.88,1007.70,1.44B,1.80%
"Feb 05, 2020",1032.89,1024.78,1034.35,1020.48,1.46B,0.88%
"Feb 06, 2020",1032.07,1035.92,1038.72,1028.72,1.59B,-0.08%
"Feb 07, 2020",1030.90,1032.15,1034.30,1024.64,1.25B,-0.11%
"Feb 11, 2020",1021.95,1033.20,1034.14,1021.19,1.17B,-0.87%
"Feb 12, 2020",1034.01,1027.66,1036.91,1025.87,1.18B,1.18%
"Feb 13, 2020",1026.68,1032.93,1034.95,1025.10,940.93M,-0.71%
"Feb 14, 2020",1022.02,1030.08,1031.78,1019.94,1.15B,-0.45%
"Feb 17, 2020",1025.18,1023.69,1028.12,1021.04,978.28M,0.31%
"Feb 18, 2020",1015.09,1019.47,1020.52,1012.54,1.02B,-0.98%
"Feb 19, 2020",1011.38,1018.00,1022.72,1008.34,1.38B,-0.37%
"Feb 20, 2020",999.99,1010.72,1011.09,994.55,1.62B,-1.13%
"Feb 21, 2020",1003.51,990.51,1003.66,989.65,1.47B,0.35%
"Feb 24, 2020",962.25,987.78,988.80,962.25,1.82B,-4.11%
"Feb 25, 2020",967.92,964.38,974.46,952.09,2.07B,0.59%
"Feb 26, 2020",917.49,958.07,961.12,917.49,2.66B,-5.21%
"Feb 27, 2020",938.77,922.16,942.12,909.98,2.00B,2.32%
"Feb 28, 2020",897.84,903.70,911.85,894.31,2.21B,-4.36%
"Mar 02, 2020",897.96,911.75,915.20,884.05,1.84B,0.01%
"Mar 03, 2020",928.25,915.55,933.11,910.00,1.99B,3.37%
"Mar 04, 2020",928.25,917.65,931.33,915.15,1.38B,0.00%
"Mar 05, 2020",934.94,937.25,948.74,934.94,1.55B,0.72%
"Mar 06, 2020",914.22,921.45,922.41,910.15,1.43B,-2.22%
"Mar 09, 2020",827.85,839.28,864.17,823.11,3.05B,-9.45%
"Mar 10, 2020",839.52,833.45,852.25,830.31,2.21B,1.41%
"Mar 11, 2020",822.99,836.90,848.23,812.00,1.92B,-1.97%
"Mar 12, 2020",726.73,769.29,772.45,712.65,3.33B,-11.70%
"Mar 13, 2020",749.01,653.63,777.49,628.97,4.28B,3.07%
"Mar 16, 2020",689.47,707.26,732.79,687.01,2.49B,-7.95%
"Mar 17, 2020",683.16,690.68,710.79,683.16,2.36B,-0.92%
"Mar 18, 2020",693.14,697.38,715.32,675.79,2.14B,1.46%
"Mar 19, 2020",691.99,670.64,697.29,665.27,2.30B,-0.17%
"Mar 20, 2020",756.11,718.02,761.08,710.41,3.24B,9.27%
"Mar 23, 2020",680.07,693.19,711.63,679.35,2.16B,-10.06%
"Mar 24, 2020",691.15,712.99,715.76,681.94,2.31B,1.63%
"Mar 25, 2020",728.53,715.20,745.13,704.52,2.43B,5.41%
"Mar 26, 2020",737.58,724.06,746.55,721.66,2.24B,1.24%
"Mar 27, 2020",740.05,753.99,761.24,732.02,2.28B,0.33%
"Mar 30, 2020",729.91,730.57,736.34,719.39,1.31B,-1.37%
"Mar 31, 2020",756.91,747.15,758.79,741.68,2.13B,3.70%
"Apr 01, 2020",740.46,749.55,761.18,740.29,2.01B,-2.17%
"Apr 02, 2020",767.79,747.35,772.59,741.04,4.07B,3.69%
"Apr 03, 2020",766.67,777.96,782.72,760.30,3.79B,-0.15%
"Apr 07, 2020",825.42,804.69,830.44,793.47,3.11B,7.66%
"Apr 08, 2020",815.05,814.38,823.28,805.74,2.61B,-1.26%
"Apr 09, 2020",816.47,825.30,842.10,809.88,2.68B,0.17%
"Apr 10, 2020",829.00,812.42,829.13,811.16,1.96B,1.53%
"Apr 13, 2020",833.16,828.97,833.98,821.75,1.67B,0.50%
"Apr 14, 2020",845.32,844.94,854.07,834.11,2.51B,1.46%
"Apr 15, 2020",828.38,841.46,847.45,827.05,1.96B,-2.00%
"Apr 16, 2020",801.61,820.44,824.95,801.61,1.89B,-3.23%
"Apr 17, 2020",833.49,825.35,834.33,816.02,1.59B,3.98%
