Date,Price,Open,High,Low,Vol.,Change %
"Jul 21, 2014",1031.65,1031.97,1035.70,1029.40,917.71M,0.14%
"Jul 22, 2014",1019.72,1034.53,1035.93,1016.13,1.55B,-1.16%
"Jul 23, 2014",1033.86,1024.79,1033.86,1024.00,866.16M,1.39%
"Jul 24, 2014",1034.98,1036.56,1036.95,1031.38,843.88M,0.11%
"Jul 25, 2014",1033.82,1035.21,1037.05,1028.82,919.15M,-0.11%
"Jul 28, 2014",1028.27,1034.64,1035.18,1024.99,1.07B,-0.54%
"Jul 29, 2014",1018.53,1030.50,1034.86,1016.31,1.15B,-0.95%
"Jul 30, 2014",1019.40,1019.08,1025.35,1006.90,1.66B,0.09%
"Jul 31, 2014",1006.97,1015.79,1022.99,1005.54,1.29B,-1.22%
"Aug 01, 2014",1005.23,997.61,1007.10,996.70,1.24B,-0.17%
"Aug 04, 2014",1019.45,1008.42,1020.58,1006.19,1.76B,1.41%
"Aug 05, 2014",1025.51,1021.52,1028.69,1019.43,1.39B,0.59%
"Aug 06, 2014",1021.42,1024.42,1028.51,1019.99,2.01B,-0.40%
"Aug 07, 2014",1021.71,1022.90,1023.72,1014.59,1.32B,0.03%
"Aug 08, 2014",1018.47,1014.45,1019.85,1012.44,952.97M,-0.32%
"Aug 13, 2014",1038.63,1026.42,1039.61,1025.26,1.68B,1.98%
"Aug 14, 2014",1036.64,1042.71,1044.40,1034.20,2.01B,-0.19%
"Aug 15, 2014",1039.38,1037.66,1042.17,1031.52,1.49B,0.26%
"Aug 18, 2014",1035.54,1040.19,1042.36,1033.03,1.03B,-0.37%
"Aug 19, 2014",1035.70,1041.30,1042.06,1035.17,829.05M,0.02%
"Aug 20, 2014",1041.56,1037.76,1042.88,1037.76,1.40B,0.57%
"Aug 21, 2014",1040.80,1040.01,1044.28,1038.77,2.05B,-0.07%
"Aug 22, 2014",1043.55,1044.21,1046.05,1042.43,1.60B,0.26%
"Aug 25, 2014",1048.53,1046.93,1051.48,1044.37,1.08B,0.48%
"Aug 26, 2014",1046.19,1049.90,1051.55,1044.78,710.61M,-0.22%
"Aug 27, 2014",1049.71,1048.74,1054.11,1045.64,966.61M,0.34%
"Aug 28, 2014",1044.40,1050.94,1051.85,1039.00,773.83M,-0.51%
"Aug 29, 2014",1044.25,1040.35,1047.39,1039.37,1.09B,-0.01%
"Sep 01, 2014",1046.14,1048.53,1051.06,1045.85,828.17M,0.18%
"Sep 02, 2014",1047.85,1047.88,1051.42,1045.47,1.05B,0.16%
"Sep 03, 2014",1058.83,1051.77,1060.08,1049.78,930.59M,1.05%
"Sep 04, 2014",1056.87,1060.10,1061.91,1054.58,1.23B,-0.19%
"Sep 05, 2014",1059.57,1058.92,1061.29,1055.09,903.91M,0.26%
"Sep 08, 2014",1059.30,1062.71,1064.22,1059.13,681.15M,-0.03%
"Sep 09, 2014",1058.47,1060.53,1063.12,1055.97,1.74B,-0.08%
"Sep 10, 2014",1057.77,1053.37,1060.14,1046.68,1.55B,-0.07%
"Sep 11, 2014",1056.05,1056.68,1062.37,1054.63,1.52B,-0.16%
"Sep 12, 2014",1056.21,1058.23,1059.20,1047.48,1.22B,0.02%
"Sep 15, 2014",1053.01,1052.74,1056.72,1050.39,571.31M,-0.30%
"Sep 16, 2014",1043.58,1055.80,1055.91,1043.58,822.82M,-0.90%
"Sep 17, 2014",1048.39,1047.67,1050.89,1042.67,917.78M,0.46%
"Sep 18, 2014",1056.78,1052.13,1057.23,1050.48,991.35M,0.80%
"Sep 19, 2014",1057.43,1061.45,1062.81,1055.31,1.24B,0.06%
"Sep 22, 2014",1061.18,1056.51,1064.28,1055.20,743.30M,0.35%
"Sep 23, 2014",1062.16,1063.88,1066.20,1058.40,629.91M,0.09%
"Sep 24, 2014",1062.76,1064.41,1067.64,1060.90,1.16B,0.06%
"Sep 25, 2014",1063.18,1064.92,1067.88,1062.53,1.71B,0.04%
"Sep 26, 2014",1069.08,1062.81,1069.08,1062.01,656.28M,0.55%
"Sep 29, 2014",1056.50,1068.82,1070.00,1050.84,1.02B,-1.18%
"Sep 30, 2014",1057.22,1056.73,1062.06,1053.13,897.41M,0.07%
"Oct 01, 2014",1057.88,1059.84,1064.43,1056.12,1.24B,0.06%
"Oct 02, 2014",1047.78,1054.40,1058.48,1043.41,1.15B,-0.95%
"Oct 03, 2014",1047.12,1046.52,1050.31,1036.05,897.18M,-0.06%
"Oct 06, 2014",1031.32,1048.67,1050.40,1029.29,1.27B,-1.51%
"Oct 07, 2014",1028.87,1033.45,1037.47,1025.70,1.17B,-0.24%
"Oct 08, 2014",1029.19,1020.70,1032.61,1020.15,898.99M,0.03%
"Oct 09, 2014",1041.70,1036.89,1043.12,1034.21,892.25M,1.22%
"Oct 10, 2014",1034.96,1030.96,1037.23,1029.72,615.89M,-0.65%
"Oct 13, 2014",1025.06,1028.33,1031.22,1023.62,618.39M,-0.96%
"Oct 14, 2014",1028.32,1026.64,1032.74,1026.10,764.04M,0.32%
"Oct 15, 2014",1026.57,1030.01,1034.76,1026.54,776.16M,-0.17%
"Oct 16, 2014",1012.23,1021.91,1025.45,1012.23,663.79M,-1.40%
"Oct 17, 2014",1014.58,1014.86,1018.00,1009.17,1.03B,0.23%
"Oct 20, 2014",1014.52,1024.06,1025.02,1013.66,742.72M,-0.01%
"Oct 21, 2014",1014.79,1016.87,1017.66,1010.74,762.79M,0.03%
"Oct 22, 2014",1018.42,1019.93,1021.10,1011.47,641.98M,0.36%
"Oct 24, 2014",1022.37,1022.54,1024.69,1018.31,535.58M,0.39%
"Oct 27, 2014",1026.29,1023.36,1026.58,1019.43,605.64M,0.38%
"Oct 28, 2014",1031.73,1026.70,1032.22,1023.60,784.61M,0.53%
"Oct 29, 2014",1035.26,1037.47,1041.58,1033.68,646.44M,0.34%
"Oct 30, 2014",1037.37,1037.50,1041.50,1034.15,533.48M,0.20%
"Oct 31, 2014",1053.22,1041.57,1053.22,1038.47,648.22M,1.53%
"Nov 03, 2014",1051.08,1058.45,1058.57,1047.36,674.10M,-0.20%
"Nov 04, 2014",1056.34,1053.99,1056.51,1049.16,688.87M,0.50%
"Nov 05, 2014",1050.60,1056.09,1057.36,1046.89,616.98M,-0.54%
"Nov 06, 2014",1053.45,1052.47,1056.85,1049.17,660.74M,0.27%
"Nov 07, 2014",1051.69,1056.51,1057.54,1048.56,773.21M,-0.17%
"Nov 10, 2014",1043.22,1054.14,1054.77,1043.14,569.50M,-0.81%
"Nov 11, 2014",1047.51,1044.15,1050.60,1040.60,652.85M,0.41%
"Nov 12, 2014",1043.18,1048.01,1050.83,1039.75,571.82M,-0.41%
"Nov 13, 2014",1054.49,1042.71,1054.49,1039.03,596.41M,1.08%
"Nov 14, 2014",1051.87,1055.88,1056.64,1049.96,596.72M,-0.25%
"Nov 17, 2014",1046.33,1051.69,1052.80,1045.77,454.67M,-0.53%
"Nov 18, 2014",1056.37,1047.53,1060.80,1047.12,582.61M,0.96%
"Nov 19, 2014",1053.86,1059.41,1059.90,1052.46,481.17M,-0.24%
"Nov 20, 2014",1046.67,1055.68,1056.40,1045.61,878.66M,-0.68%
"Nov 21, 2014",1055.78,1045.74,1057.27,1045.15,1.09B,0.87%
"Nov 24, 2014",1063.21,1061.67,1064.97,1060.02,726.72M,0.70%
"Nov 25, 2014",1070.59,1063.97,1070.59,1059.57,1.16B,0.69%
"Nov 26, 2014",1069.11,1070.18,1073.79,1067.43,874.31M,-0.14%
"Nov 27, 2014",1074.80,1071.37,1076.94,1069.95,766.88M,0.53%
"Nov 28, 2014",1069.36,1071.15,1074.21,1067.20,688.82M,-0.51%
"Dec 01, 2014",1069.03,1065.86,1071.37,1061.74,940.62M,-0.03%
"Dec 02, 2014",1069.54,1071.57,1073.54,1063.34,918.60M,0.05%
"Dec 03, 2014",1068.93,1072.05,1074.50,1065.55,636.57M,-0.06%
"Dec 04, 2014",1070.99,1070.18,1072.93,1066.81,706.65M,0.19%
"Dec 08, 2014",1055.73,1072.45,1075.00,1053.75,920.13M,-1.42%
"Dec 09, 2014",1040.98,1053.04,1054.88,1038.98,799.05M,-1.40%
"Dec 11, 2014",1018.38,1030.09,1031.78,1004.02,1.56B,-2.17%
"Dec 12, 2014",1007.42,1015.56,1020.56,1006.98,968.06M,-1.08%
"Dec 15, 2014",989.40,989.18,994.83,912.67,2.42B,-1.79%
"Dec 16, 2014",971.70,960.62,983.76,944.81,1.79B,-1.79%
"Dec 17, 2014",985.06,973.91,990.66,970.66,1.19B,1.37%
"Dec 18, 2014",1013.14,1003.61,1013.14,1000.16,925.93M,2.85%
"Dec 19, 2014",1011.06,1020.54,1021.42,1003.72,815.95M,-0.21%
"Dec 22, 2014",1028.22,1016.84,1028.22,1014.48,520.49M,1.70%
"Dec 23, 2014",1023.37,1025.94,1030.01,1018.54,479.18M,-0.47%
"Dec 24, 2014",1020.37,1027.45,1028.93,1020.27,428.48M,-0.29%
"Dec 25, 2014",1005.28,1013.66,1013.81,998.24,575.31M,-1.48%
"Dec 26, 2014",1010.61,1004.35,1011.73,995.93,532.39M,0.53%
"Dec 29, 2014",1001.37,1015.04,1015.30,996.88,352.61M,-0.91%
"Dec 30, 2014",1001.01,1000.32,1003.03,991.81,445.48M,-0.04%
"Jan 05, 2015",987.40,1002.19,1003.83,986.94,674.13M,-1.36%
"Jan 06, 2015",980.50,974.75,981.66,967.74,1.05B,-0.70%
"Jan 07, 2015",998.05,980.88,998.10,980.18,784.32M,1.79%
"Jan 08, 2015",1013.24,1009.68,1015.52,1008.11,1.07B,1.52%
"Jan 09, 2015",1017.87,1018.89,1019.91,1013.03,813.37M,0.46%
"Jan 12, 2015",1019.38,1014.95,1025.69,1010.78,803.23M,0.15%
"Jan 13, 2015",1020.22,1010.05,1023.08,1005.37,837.96M,0.08%
"Jan 14, 2015",1010.98,1023.22,1030.91,1009.73,744.21M,-0.91%
"Jan 15, 2015",1009.97,1015.62,1020.78,1008.99,553.09M,-0.10%
"Jan 16, 2015",1005.51,1003.45,1011.44,1002.71,512.66M,-0.44%
"Jan 19, 2015",1019.92,1013.63,1020.12,1010.54,528.17M,1.43%
"Jan 20, 2015",1018.99,1021.97,1024.53,1015.64,820.53M,-0.09%
"Jan 21, 2015",1019.07,1020.83,1022.06,1013.73,994.26M,0.01%
"Jan 22, 2015",1039.12,1027.23,1040.25,1023.73,1.16B,1.97%
"Jan 23, 2015",1073.00,1046.98,1075.19,1046.40,1.29B,3.26%
"Jan 26, 2015",1062.93,1075.58,1083.47,1062.68,1.01B,-0.94%
"Jan 27, 2015",1061.12,1062.67,1073.84,1058.75,1.39B,-0.17%
"Jan 28, 2015",1062.01,1064.60,1071.03,1055.10,883.15M,0.08%
"Jan 29, 2015",1056.23,1061.59,1067.65,1052.86,943.23M,-0.54%
"Jan 30, 2015",1050.29,1059.76,1060.92,1050.18,1.10B,-0.56%
"Feb 02, 2015",1051.38,1047.72,1053.10,1043.58,870.12M,0.10%
"Feb 03, 2015",1068.91,1058.95,1070.92,1058.72,1.35B,1.67%
"Feb 04, 2015",1066.10,1080.05,1082.59,1066.10,1.68B,-0.26%
"Feb 05, 2015",1071.36,1061.39,1071.36,1055.58,1.12B,0.49%
"Feb 06, 2015",1074.39,1076.10,1077.04,1070.60,965.89M,0.28%
"Feb 09, 2015",1063.80,1070.07,1074.63,1063.80,1.35B,-0.99%
"Feb 10, 2015",1057.54,1062.62,1066.92,1056.44,1.06B,-0.59%
"Feb 11, 2015",1064.61,1060.33,1066.00,1048.93,1.21B,0.67%
"Feb 12, 2015",1070.50,1064.51,1070.50,1057.99,1.21B,0.55%
"Feb 13, 2015",1071.02,1072.17,1074.59,1067.93,937.10M,0.05%
"Feb 16, 2015",1064.75,1070.37,1072.49,1064.69,483.77M,-0.59%
"Feb 17, 2015",1050.81,1063.30,1065.61,1050.81,742.95M,-1.31%
"Feb 18, 2015",1061.45,1053.00,1061.94,1052.55,560.55M,1.01%
"Feb 19, 2015",1056.48,1060.00,1063.99,1055.07,923.61M,-0.47%
"Feb 20, 2015",1058.77,1058.77,1062.73,1056.27,740.02M,0.22%
"Feb 23, 2015",1049.93,1062.27,1063.26,1049.79,1.53B,-0.83%
"Feb 24, 2015",1052.61,1052.26,1058.17,1051.00,1.40B,0.26%
"Feb 25, 2015",1045.80,1054.21,1055.59,1041.96,2.30B,-0.65%
"Feb 26, 2015",1051.10,1046.05,1051.10,1031.37,1.69B,0.51%
"Feb 27, 2015",1042.80,1047.62,1050.62,1042.12,1.20B,-0.79%
"Mar 02, 2015",1039.47,1043.90,1045.39,1033.23,1.45B,-0.32%
"Mar 03, 2015",1027.89,1037.64,1039.39,1027.89,1.11B,-1.11%
"Mar 05, 2015",1022.09,1025.86,1026.93,1016.62,1.52B,-0.56%
"Mar 06, 2015",1032.49,1022.24,1032.49,1020.59,1.07B,1.02%
"Mar 09, 2015",1027.02,1025.51,1031.27,1021.47,1.06B,-0.53%
"Mar 10, 2015",1005.25,1027.77,1029.31,1005.25,1.19B,-2.12%
"Mar 11, 2015",1015.94,1001.88,1016.07,998.63,1.55B,1.06%
"Mar 12, 2015",1013.98,1014.17,1017.90,1006.31,1.05B,-0.19%
"Mar 13, 2015",1012.25,1016.55,1020.29,1010.55,997.08M,-0.17%
"Mar 16, 2015",996.39,1006.45,1007.66,993.95,1.17B,-1.57%
"Mar 17, 2015",997.43,1003.58,1005.45,996.87,1.43B,0.10%
"Mar 18, 2015",1010.99,998.55,1012.40,997.30,1.23B,1.36%
"Mar 19, 2015",1012.18,1020.44,1020.44,1009.63,1.08B,0.12%
"Mar 20, 2015",1010.67,1013.31,1015.42,1002.18,1.68B,-0.15%
"Mar 23, 2015",1006.03,1015.28,1017.45,1004.23,1.42B,-0.46%
"Mar 24, 2015",1005.12,1005.09,1005.94,994.65,1.33B,-0.09%
"Mar 25, 2015",1002.56,1005.46,1008.78,1002.56,846.58M,-0.25%
"Mar 26, 2015",992.82,997.76,1003.01,992.49,1.15B,-0.97%
"Mar 27, 2015",993.33,991.74,995.17,986.78,1.00B,0.05%
"Mar 30, 2015",993.27,998.46,1000.68,993.12,919.71M,-0.01%
"Mar 31, 2015",997.66,997.28,1001.88,993.58,831.54M,0.44%
"Apr 01, 2015",1010.04,998.13,1010.13,995.03,965.19M,1.24%
"Apr 02, 2015",1015.30,1013.60,1020.45,1009.24,1.01B,0.52%
"Apr 03, 2015",1017.08,1016.82,1018.42,1012.88,653.90M,0.18%
"Apr 07, 2015",1027.62,1024.32,1032.17,1022.23,829.59M,1.04%
"Apr 08, 2015",1023.97,1029.90,1033.19,1023.92,929.98M,-0.36%
"Apr 09, 2015",1023.65,1024.24,1027.84,1020.71,638.55M,-0.03%
"Apr 10, 2015",1025.38,1024.94,1026.56,1019.45,873.28M,0.17%
"Apr 16, 2015",1043.73,1035.90,1043.79,1031.09,984.07M,1.79%
"Apr 17, 2015",1039.53,1045.69,1046.62,1039.53,1.77B,-0.40%
"Apr 20, 2015",1033.75,1038.24,1039.24,1031.02,1.31B,-0.56%
"Apr 21, 2015",1040.23,1038.40,1042.31,1036.62,951.36M,0.63%
"Apr 22, 2015",1024.61,1040.82,1041.14,1024.61,1.08B,-1.50%
"Apr 23, 2015",1019.38,1027.86,1032.91,1017.82,1.29B,-0.51%
"Apr 24, 2015",1028.41,1023.00,1028.41,1020.33,834.99M,0.89%
"Apr 27, 2015",1023.45,1030.52,1033.32,1021.51,1.06B,-0.48%
"Apr 28, 2015",1011.87,1022.94,1023.25,1006.89,1.40B,-1.13%
"Apr 29, 2015",1003.48,1003.15,1009.51,997.02,1.30B,-0.83%
"Apr 30, 2015",1006.10,1002.45,1009.94,1001.99,1.18B,0.26%
"May 06, 2015",1003.19,1008.25,1010.04,998.01,1.21B,-0.29%
"May 07, 2015",990.69,999.28,1005.45,990.69,1.63B,-1.25%
"May 08, 2015",1001.04,994.81,1005.24,989.06,1.49B,1.04%
"May 11, 2015",996.27,1006.05,1009.07,996.27,958.79M,-0.48%
"May 12, 2015",986.51,995.53,997.04,981.55,1.08B,-0.98%
"May 13, 2015",994.61,992.02,996.28,989.03,1.06B,0.82%
"May 14, 2015",993.03,994.31,997.24,984.83,988.34M,-0.16%
"May 15, 2015",1002.83,992.01,1002.83,990.07,807.95M,0.99%
"May 18, 2015",1001.25,1001.13,1005.37,997.25,559.51M,-0.16%
"May 19, 2015",1012.71,1003.09,1014.41,1003.05,860.96M,1.14%
"May 20, 2015",1005.98,1012.51,1014.66,1005.73,1.11B,-0.66%
"May 21, 2015",1010.71,1008.87,1013.09,1007.28,1.08B,0.47%
"May 22, 2015",1007.68,1015.03,1017.93,1007.48,763.42M,-0.30%
"May 25, 2015",996.05,1009.58,1011.17,996.05,552.13M,-1.15%
"May 26, 2015",989.31,995.88,1000.21,988.88,728.20M,-0.68%
"May 27, 2015",991.39,984.86,992.35,980.95,731.92M,0.21%
"May 28, 2015",985.15,992.13,992.94,980.31,741.37M,-0.63%
"May 29, 2015",985.37,987.14,990.18,982.78,861.31M,0.02%
"Jun 02, 2015",972.01,981.60,983.14,971.92,835.64M,-1.36%
"Jun 03, 2015",975.93,975.58,979.97,972.75,759.62M,0.40%
"Jun 04, 2015",981.86,976.77,982.49,969.95,783.46M,0.61%
"Jun 05, 2015",994.33,981.42,995.99,981.23,986.33M,1.27%
"Jun 08, 2015",993.57,993.53,996.29,988.53,762.99M,-0.08%
"Jun 09, 2015",981.38,990.44,991.05,980.94,1.32B,-1.23%
"Jun 10, 2015",991.38,984.69,996.13,984.43,767.30M,1.02%
"Jun 11, 2015",999.10,998.46,1002.04,995.31,1.88B,0.78%
"Jun 12, 2015",992.39,998.91,999.91,992.04,806.54M,-0.67%
"Jun 15, 2015",986.87,991.43,991.70,984.30,803.93M,-0.56%
"Jun 16, 2015",987.79,987.36,992.27,986.87,620.82M,0.09%
"Jun 17, 2015",996.87,990.97,998.70,988.63,807.78M,0.92%
"Jun 18, 2015",991.03,997.97,998.86,989.49,1.45B,-0.59%
"Jun 19, 2015",978.69,990.33,990.96,976.31,1.21B,-1.25%
"Jun 22, 2015",989.51,980.31,994.20,979.81,791.29M,1.11%
"Jun 23, 2015",988.05,995.65,996.56,986.88,810.50M,-0.15%
"Jun 24, 2015",999.93,991.59,999.93,990.97,1.19B,1.20%
"Jun 25, 2015",1000.75,998.71,1004.12,995.32,935.11M,0.08%
"Jun 26, 2015",999.11,1001.34,1003.92,998.44,844.80M,-0.16%
"Jun 29, 2015",995.93,987.71,1000.67,984.90,1.08B,-0.32%
"Jun 30, 2015",989.21,995.38,996.61,984.92,1.30B,-0.67%
"Jul 02, 2015",980.19,989.01,989.41,978.42,1.49B,-0.91%
"Jul 03, 2015",979.10,979.48,983.51,974.97,1.14B,-0.11%
"Jul 06, 2015",968.48,971.78,973.35,964.82,1.49B,-1.08%
"Jul 07, 2015",975.23,970.38,976.09,968.31,1.12B,0.70%
"Jul 08, 2015",964.62,968.63,970.92,962.24,942.69M,-1.09%
"Jul 09, 2015",967.42,963.93,971.87,958.50,1.12B,0.29%
"Jul 10, 2015",977.57,975.29,978.15,970.49,1.17B,1.05%
"Jul 13, 2015",980.28,975.47,983.13,973.39,918.02M,0.28%
"Jul 14, 2015",977.29,981.56,982.71,976.16,843.94M,-0.31%
"Jul 15, 2015",976.71,979.21,983.62,976.61,1.09B,-0.06%
"Jul 16, 2015",974.29,977.60,979.75,969.61,2.23B,-0.25%
"Jul 17, 2015",972.51,975.34,976.55,969.61,915.46M,-0.18%
"Jul 20, 2015",964.19,972.73,973.73,963.89,1.00B,-0.86%
"Jul 21, 2015",952.25,964.92,965.28,948.36,2.02B,-1.24%
"Jul 22, 2015",953.40,948.17,954.65,942.07,1.98B,0.12%
"Jul 23, 2015",948.67,952.28,956.56,948.67,1.13B,-0.50%
"Jul 24, 2015",943.07,945.88,946.85,939.91,935.05M,-0.59%
"Jul 27, 2015",926.10,938.01,939.52,923.35,1.96B,-1.80%
"Jul 28, 2015",926.83,930.59,934.40,921.14,1.75B,0.08%
"Jul 29, 2015",933.59,930.71,935.48,921.96,1.41B,0.73%
"Jul 31, 2015",950.42,938.72,950.42,937.94,1.16B,1.80%
"Aug 03, 2015",949.76,946.25,949.95,943.10,1.03B,-0.07%
"Aug 04, 2015",941.36,946.56,946.89,938.16,1.13B,-0.88%
"Aug 05, 2015",943.86,946.82,948.71,941.88,1.05B,0.27%
"Aug 06, 2015",937.69,942.63,945.07,936.16,617.43M,-0.65%
"Aug 07, 2015",935.41,936.41,938.83,933.75,569.84M,-0.24%
"Aug 10, 2015",928.25,929.88,932.32,926.75,888.04M,-0.77%
"Aug 11, 2015",918.65,929.79,931.84,918.65,812.75M,-1.03%
"Aug 13, 2015",918.71,912.21,918.71,901.58,1.82B,0.01%
"Aug 14, 2015",924.79,917.15,926.50,913.35,1.24B,0.66%
"Aug 17, 2015",919.88,923.89,927.38,919.88,1.23B,-0.53%
"Aug 18, 2015",894.25,893.48,904.59,886.16,2.65B,-2.79%
"Aug 19, 2015",896.73,896.65,901.03,891.14,1.42B,0.28%
"Aug 20, 2015",889.57,890.97,895.94,887.98,1.51B,-0.80%
"Aug 21, 2015",885.80,884.99,889.08,877.89,1.52B,-0.42%
"Aug 24, 2015",840.84,861.72,863.75,840.84,2.24B,-5.08%
"Aug 25, 2015",861.52,854.39,862.02,838.84,2.37B,2.46%
"Aug 26, 2015",857.24,855.16,867.58,855.11,1.90B,-0.50%
"Aug 27, 2015",886.24,871.41,887.22,869.28,2.04B,3.38%
"Aug 28, 2015",893.77,899.46,903.70,887.16,1.81B,0.85%
"Aug 31, 2015",905.68,894.15,905.68,890.99,1.26B,1.33%
"Sep 01, 2015",888.92,904.05,905.39,888.05,1.47B,-1.85%
"Sep 02, 2015",897.69,887.48,898.79,882.88,1.69B,0.99%
"Sep 03, 2015",903.56,901.65,906.35,900.53,1.64B,0.65%
"Sep 04, 2015",892.34,897.96,901.12,890.29,1.21B,-1.24%
"Sep 07, 2015",891.87,889.84,894.04,887.55,1.08B,-0.05%
"Sep 08, 2015",897.65,891.31,897.65,882.20,1.30B,0.65%
"Sep 09, 2015",909.87,906.75,911.61,902.54,2.47B,1.36%
"Sep 10, 2015",908.29,901.09,908.29,900.04,1.86B,-0.17%
"Sep 11, 2015",897.13,910.49,913.15,896.87,2.10B,-1.23%
"Sep 14, 2015",894.25,896.97,898.91,889.17,1.31B,-0.32%
"Sep 15, 2015",889.97,893.53,896.78,887.44,1.82B,-0.48%
"Sep 16, 2015",898.30,893.18,898.30,888.78,1.33B,0.94%
"Sep 17, 2015",904.51,902.17,906.95,899.40,1.12B,0.69%
"Sep 18, 2015",903.24,907.38,910.08,900.65,1.63B,-0.14%
"Sep 21, 2015",905.38,898.33,907.00,896.20,991.63M,0.24%
"Sep 22, 2015",894.23,907.52,908.23,892.45,1.45B,-1.23%
"Sep 23, 2015",888.90,888.09,892.80,881.31,1.30B,-0.60%
"Sep 24, 2015",887.90,886.39,890.14,880.46,1.44B,-0.11%
"Sep 25, 2015",890.47,889.24,893.79,882.89,1.17B,0.29%
"Sep 28, 2015",872.24,882.38,882.93,872.18,1.06B,-2.05%
"Sep 29, 2015",868.04,865.10,877.75,864.22,1.41B,-0.48%
"Sep 30, 2015",868.71,872.15,874.54,867.60,1.31B,0.08%
"Oct 01, 2015",867.23,872.13,876.07,866.48,1.23B,-0.17%
"Oct 02, 2015",868.39,867.51,871.02,864.13,700.61M,0.13%
"Oct 05, 2015",881.81,874.59,882.14,874.25,1.22B,1.55%
"Oct 06, 2015",888.08,885.24,889.09,881.34,1.47B,0.71%
"Oct 07, 2015",908.45,893.11,908.45,889.61,1.78B,2.29%
"Oct 08, 2015",907.17,907.65,915.52,905.42,2.06B,-0.14%
"Oct 09, 2015",921.20,917.05,925.41,916.06,2.33B,1.55%
"Oct 12, 2015",920.43,923.40,924.89,914.99,1.61B,-0.08%
"Oct 13, 2015",916.17,916.33,918.29,908.91,1.60B,-0.46%
"Oct 14, 2015",909.47,914.18,918.16,908.78,1.20B,-0.73%
"Oct 15, 2015",923.53,914.88,924.87,914.28,1.62B,1.55%
"Oct 16, 2015",919.63,926.62,927.27,917.68,1.73B,-0.42%
"Oct 19, 2015",916.82,921.07,925.04,913.84,803.32M,-0.31%
"Oct 20, 2015",915.72,915.05,921.28,914.42,741.61M,-0.12%
"Oct 21, 2015",914.31,917.44,919.29,910.98,993.01M,-0.15%
"Oct 22, 2015",914.68,913.89,915.91,912.25,1.30B,0.04%
"Oct 26, 2015",921.25,924.26,926.64,920.07,1.41B,0.72%
"Oct 27, 2015",921.45,919.24,924.90,917.56,925.62M,0.02%
"Oct 28, 2015",910.86,919.43,920.89,909.05,1.70B,-1.15%
"Oct 29, 2015",897.73,910.26,912.16,896.10,1.77B,-1.44%
"Oct 30, 2015",899.52,898.71,904.10,896.81,1.16B,0.20%
"Nov 02, 2015",915.60,900.38,915.60,899.86,901.50M,1.79%
"Nov 03, 2015",913.52,920.17,920.47,910.58,1.52B,-0.23%
"Nov 04, 2015",921.61,920.05,923.05,917.15,1.28B,0.89%
"Nov 05, 2015",913.30,918.70,923.03,912.26,2.08B,-0.90%
"Nov 06, 2015",914.02,911.51,915.43,908.91,2.24B,0.08%
"Nov 09, 2015",903.93,911.23,912.52,902.28,1.40B,-1.10%
"Nov 10, 2015",898.99,899.90,903.02,896.50,933.65M,-0.55%
"Nov 11, 2015",893.76,899.10,901.32,893.76,1.69B,-0.58%
"Nov 12, 2015",889.79,887.34,892.11,884.34,1.88B,-0.44%
"Nov 13, 2015",888.10,886.84,891.24,885.27,2.03B,-0.19%
"Nov 16, 2015",892.91,879.74,892.91,878.37,1.61B,0.54%
"Nov 17, 2015",892.68,898.89,900.28,892.12,1.71B,-0.03%
"Nov 18, 2015",882.73,893.30,895.74,881.54,1.58B,-1.11%
"Nov 19, 2015",888.57,888.93,891.79,885.92,1.96B,0.66%
"Nov 20, 2015",895.84,890.08,897.83,886.81,1.39B,0.82%
"Nov 23, 2015",895.29,898.50,900.96,895.29,1.19B,-0.06%
"Nov 24, 2015",888.18,896.37,899.41,886.96,1.54B,-0.79%
"Nov 25, 2015",886.19,890.87,893.25,883.38,1.28B,-0.22%
"Nov 26, 2015",874.82,888.01,889.93,872.94,1.50B,-1.28%
"Nov 27, 2015",872.72,873.84,876.81,869.59,1.34B,-0.24%
"Nov 30, 2015",869.38,870.09,878.35,865.15,1.44B,-0.38%
"Dec 01, 2015",870.09,872.53,873.51,865.92,1.32B,0.08%
"Dec 02, 2015",857.35,869.31,876.20,857.02,1.62B,-1.46%
"Dec 03, 2015",861.42,851.84,862.89,849.28,1.65B,0.47%
"Dec 04, 2015",855.76,857.04,859.30,853.95,1.24B,-0.66%
"Dec 08, 2015",837.43,848.60,849.42,837.30,1.51B,-2.14%
"Dec 09, 2015",830.85,839.59,844.81,829.76,1.14B,-0.79%
"Dec 11, 2015",818.69,830.94,831.59,816.60,1.22B,-1.46%
"Dec 14, 2015",810.64,804.11,811.88,796.33,1.55B,-0.98%
"Dec 15, 2015",833.49,817.44,833.57,813.17,2.47B,2.82%
"Dec 16, 2015",832.29,835.87,839.26,829.72,1.83B,-0.14%
"Dec 17, 2015",836.95,827.94,839.10,827.03,1.93B,0.56%
"Dec 18, 2015",816.37,829.99,830.32,816.37,2.47B,-2.46%
"Dec 21, 2015",801.81,803.70,813.32,799.21,2.61B,-1.78%
"Dec 22, 2015",802.23,809.74,813.67,798.53,3.11B,0.05%
"Dec 23, 2015",810.78,809.00,811.66,803.82,1.62B,1.07%
"Dec 24, 2015",816.42,819.46,819.72,813.84,1.30B,0.70%
"Dec 25, 2015",815.07,817.54,817.77,808.26,784.43M,-0.17%
"Dec 28, 2015",815.37,816.45,817.60,811.91,650.21M,0.04%
